locationID,regionID
621551,621550
621552,621550
621553,621550
621554,621550
621555,621550
621556,621550
621557,621550
621558,621550
621559,621550
621560,621550
621561,621550
621562,621550
621563,621550
621564,621550
621565,621550
621567,621550
621568,621550
621569,621550
621570,621550
621571,621550
621572,621550
621573,621550
621574,621550
621575,621550
621576,621550
621577,621550
621578,621550
621579,621550
621580,621550
621581,621550
621582,621550
621583,621550
621584,621550
621585,621550
621586,621550
621600,621590
621610,621590
621620,621590
621630,621590
621640,621590
621650,621590
621660,621590
621670,621590
621680,621590
621690,621590
621700,621590
621710,621590
621720,621590
621740,621590
621750,621590
621760,621590
621770,621590
621780,621590
621790,621590
621800,621590
621820,621590
621830,621590
621840,621590
621850,621590
621860,621590
621870,621590
621880,621590
621890,621590
621900,621590
621910,621590
621920,621590
621930,621590
621940,621590
621950,621590
621960,621590
621970,621590
621980,621590
621990,621590
622010,621590
622020,621590
622030,621590
622040,621590
622060,621590
622070,621590
622080,621590
622090,621590
622100,621590
622120,621590
622140,621590
622150,621590
622160,621590
622170,621590
622180,621590
622190,621590
622210,621590
622220,621590
622230,621590
622240,621590
622250,621590
622270,621590
622280,621590
622290,621590
622300,621590
622310,621590
622320,621590
622330,621590
622340,621590
622350,621590
622360,621590
622370,621590
622380,621590
622390,621590
622400,621590
622410,621590
622420,621590
622430,621590
622440,621590
622450,621590
622460,621590
622480,622470
622490,622470
622500,622470
622510,622470
622520,622470
622530,622470
622540,622470
622550,622470
622560,622470
622570,622470
622580,622470
622590,622470
622600,622470
622610,622470
622620,622470
622630,622470
622640,622470
622660,622650
622670,622650
622680,622650
622690,622650
622700,622650
622710,622650
622720,622650
622730,622650
622750,622650
622760,622650
622770,622650
622780,622650
622790,622650
622800,622650
622810,622650
622820,622650
622830,622650
622840,622650
622850,622650
622870,622650
622890,622650
622910,622650
622920,622650
622930,622650
622940,622650
622950,622650
622970,622650
622990,622650
623000,622650
623010,622650
623020,622650
623030,622650
623060,622650
623070,622650
623080,622650
623090,622650
623100,622650
623120,623110
623130,623110
623140,623110
623150,623110
623160,623110
623170,623110
623180,623110
623190,623110
623200,623110
623210,623110
623220,623110
623230,623110
623240,623110
623250,623110
623260,623110
623270,623110
623280,623110
623290,623110
623300,623110
623310,623110
623320,623110
623330,623110
623340,623110
623350,623110
623360,623110
623370,623110
623380,623110
623390,623110
623400,623110
623420,623410
623430,623410
623440,623410
623450,623410
623460,623410
623470,623410
623480,623410
623490,623410
623500,623410
623510,623410
623520,623410
623530,623410
623540,623410
623550,623410
623560,623410
623570,623410
623580,623410
623590,623410
623600,623410
623610,623410
623620,623410
623630,623410
623640,623410
623650,623410
623660,623410
623670,623410
623680,623410
623690,623410
623700,623410
623710,623410
623720,623410
623730,623410
623740,623410
623750,623410
623760,623410
623770,623410
623780,623410
623790,623410
623800,623410
623810,623410
623820,623410
623830,623410
623850,623840
623860,623840
623870,623840
623880,623840
623890,623840
623900,623840
623910,623840
623920,623840
623930,623840
623940,623840
623950,623840
623960,623840
623970,623840
623980,623840
623990,623840
624000,623840
624010,623840
624020,623840
624030,623840
624040,623840
624050,623840
624060,623840
624070,623840
624080,623840
624090,623840
624100,623840
624110,623840
624120,623840
624130,623840
624140,623840
624160,623840
624170,623840
624180,623840
624190,623840
624200,623840
624210,623840
624220,623840
624230,623840
624240,623840
624250,623840
624260,623840
624270,623840
624280,623840
624290,623840
624310,624300
624320,624300
624330,624300
624340,624300
624350,624300
624360,624300
624370,624300
624380,624300
624390,624300
624400,624300
624410,624300
624420,624300
624430,624300
624440,624300
624450,624300
624460,624300
624470,624300
624480,624300
624490,624300
624510,624300
624520,624300
624540,624300
624550,624300
624570,624300
624580,624300
624590,624300
624600,624300
624610,624300
624620,624300
624650,624300
624660,624300
624670,624300
624680,624300
624690,624300
624700,624300
624710,624300
624720,624300
624730,624300
624760,624300
624780,624770
624790,624770
624800,624770
624810,624770
624820,624770
624840,624770
624850,624770
624860,624770
624890,624770
624900,624770
624910,624770
624920,624770
624930,624770
624940,624770
624950,624770
624960,624770
624970,624770
624980,624770
624990,624770
625000,624770
625010,624770
625020,624770
625030,624770
625040,624770
625050,624770
625060,624770
625070,624770
625080,624770
625090,624770
625100,624770
625110,624770
625120,624770
625130,624770
625140,624770
625160,624770
625170,624770
625180,624770
625190,624770
625200,624770
625210,624770
625220,624770
625230,624770
625240,624770
625260,624770
625270,624770
625280,624770
625290,624770
625300,624770
625310,624770
625320,624770
625340,625330
625350,625330
625360,625330
625370,625330
625380,625330
625390,625330
625400,625330
625410,625330
625420,625330
625430,625330
625440,625330
625450,625330
625460,625330
625470,625330
625480,625330
625490,625330
625500,625330
625510,625330
625520,625330
625530,625330
625540,625330
625550,625330
625560,625330
625570,625330
625580,625330
625590,625330
625600,625330
625610,625330
625620,625330
625630,625330
625640,625330
625650,625330
625660,625330
625700,625670
625710,625670
625720,625670
625730,625670
625740,625670
625750,625670
625760,625670
625770,625670
625780,625670
625790,625670
625800,625670
625810,625670
625820,625670
625830,625670
625840,625670
625850,625670
625860,625670
625870,625670
625880,625670
625920,625670
625930,625670
625940,625670
625950,625670
625960,625670
625970,625670
625980,625670
626000,625670
626010,625670
626020,625670
626040,625670
626050,625670
626060,625670
626080,625670
626090,625670
626100,625670
626110,625670
626120,625670
626130,625670
626140,625670
626150,625670
626160,625670
626170,625670
626180,625670
626190,625670
626200,625670
626210,625670
626220,625670
626230,625670
626240,625670
626260,625670
626300,625670
626310,625670
626320,625670
626330,625670
626340,625670
626370,625670
626380,625670
626390,625670
626400,625670
626410,625670
626420,625670
626430,625670
626440,625670
626460,625670
626490,626470
626500,626470
626520,626470
626530,626470
626540,626470
626550,626470
626570,626470
626580,626470
626590,626470
626740,626470
628460,628450
628470,628450
628480,628450
628490,628450
628500,628450
628510,628450
628520,628450
628530,628450
628540,628450
628550,628450
628560,628450
628570,628450
628580,628450
628590,628450
628600,628450
628610,628450
628620,628450
628630,628450
628640,628450
628650,628450
628660,628450
628670,628450
628680,628450
628690,628450
628700,628450
628710,628450
628720,628450
628730,628450
628740,628450
628750,628450
628760,628450
628770,628450
628790,628780
628800,628780
628810,628780
628820,628780
628830,628780
628840,628780
628850,628780
628860,628780
628870,628780
628880,628780
628890,628780
628900,628780
628910,628780
628920,628780
628930,628780
628940,628780
628950,628780
628960,628780
628970,628780
628980,628780
629000,628780
629020,628780
629030,628780
629040,628780
629060,628780
629070,628780
629080,628780
629090,628780
629100,628780
629110,628780
629120,628780
629130,628780
629150,628780
629160,628780
629170,628780
629180,628780
629200,628780
629210,628780
629220,628780
629230,628780
629250,628780
629260,628780
629270,628780
629280,628780
629290,628780
629320,628780
629330,628780
629340,628780
629350,628780
629370,628780
629380,628780
629390,628780
629400,628780
629450,629430
629460,629430
629470,629430
629490,629430
629500,629430
629560,629430
629570,629430
629590,629430
629600,629430
629610,629430
629620,629430
629640,629430
629660,629430
629680,629430
629690,629430
629710,629430
629750,629430
629760,629430
629770,629430
629780,629430
629790,629430
629840,629430
629860,629430
629870,629430
629900,629430
629910,629430
629940,629430
629950,629430
629960,629430
629970,629430
629980,629430
630000,629990
630010,629990
630020,629990
630030,629990
630040,629990
630050,629990
630060,629990
630070,629990
630080,629990
630090,629990
630100,629990
630110,629990
630120,629990
630130,629990
630140,629990
630150,629990
630160,629990
630170,629990
630180,629990
630190,629990
630200,629990
630210,629990
630220,629990
630230,629990
630240,629990
630250,629990
630260,629990
630280,630270
630290,630270
630300,630270
630310,630270
630320,630270
630330,630270
630340,630270
630350,630270
630360,630270
630370,630270
630380,630270
630390,630270
630410,630270
630420,630270
630430,630270
630440,630270
630450,630270
630460,630270
630480,630270
630490,630270
630500,630270
630510,630270
630520,630270
630530,630270
630540,630270
630550,630270
630560,630270
630570,630270
630580,630270
630590,630270
630600,630270
630610,630270
630620,630270
630630,630270
630640,630270
630650,630270
630670,630660
630680,630660
630690,630660
630693,630660
630700,630660
630720,630660
630730,630660
630740,630660
630760,630750
630770,630750
630800,630750
630810,630750
630820,630750
630840,630750
630850,630750
630870,630750
630880,630750
630890,630750
630920,630750
630940,630750
630950,630750
630960,630750
630970,630750
630980,630750
630990,630750
631000,630750
631010,630750
631020,630750
631030,630750
631040,630750
631050,630750
631060,630750
631070,630750
631090,631080
631100,631080
631110,631080
631120,631080
631130,631080
631140,631080
631160,631080
631170,631080
631180,631080
631190,631080
631200,631080
631210,631080
631220,631080
631230,631080
631240,631080
631250,631080
631260,631080
631270,631080
631280,631080
631290,631080
631300,631080
631310,631080
631330,631080
631340,631080
631360,631080
631370,631080
631380,631080
631410,631080
631420,631080
631430,631080
631440,631080
631450,631080
631470,631080
631480,631080
631500,631080
631510,631080
631540,631080
631550,631080
631560,631080
631580,631080
631590,631080
631600,631080
631610,631080
631620,631080
631630,631080
631640,631080
631650,631080
631670,631080
631680,631080
631700,631080
631710,631080
631720,631080
631740,631730
631750,631730
631760,631730
631780,631730
631790,631730
631800,631730
631810,631730
631820,631730
631830,631730
631840,631730
631850,631730
631860,631730
631870,631730
631880,631730
631890,631730
631910,631730
631920,631730
631930,631730
631940,631730
631950,631730
631960,631730
631970,631730
631980,631730
632000,631730
632010,631730
632020,631730
632030,631730
632040,631730
632050,631730
632060,631730
632070,631730
632080,631730
632090,631730
632100,631730
632120,631730
632130,631730
632140,631730
632150,631730
632170,631730
632180,631730
632200,631730
632210,631730
632220,631730
632230,631730
632240,631730
632260,631730
632270,631730
632280,631730
632290,631730
632300,631730
632400,632390
632410,632390
632420,632390
632430,632390
632440,632390
632450,632390
632460,632390
632470,632390
632480,632390
632490,632390
632500,632390
632510,632390
632520,632390
632530,632390
632540,632390
632550,632390
632560,632390
632570,632390
632580,632390
632590,632390
632600,632390
632610,632390
632620,632390
632630,632390
632640,632390
632650,632390
632670,632660
632680,632660
632690,632660
632700,632660
632710,632660
632720,632660
632730,632660
632740,632660
632750,632660
632760,632660
632770,632660
632780,632660
632790,632660
632800,632660
632810,632660
632820,632660
632830,632660
632840,632660
632850,632660
632860,632660
632870,632660
632880,632660
632890,632660
632900,632660
632910,632660
632920,632660
632930,632660
632940,632660
632950,632660
632960,632660
632970,632660
632980,632660
632990,632660
633000,632660
633010,632660
633020,632660
633030,632660
633040,632660
633050,632660
633060,632660
633070,632660
633080,632660
633090,632660
633100,632660
633110,632660
633120,632660
633130,632660
633140,632660
633150,632660
633160,632660
633170,632660
633180,632660
633190,632660
633200,632660
633210,632660
633220,632660
633230,632660
633240,632660
633250,632660
633260,632660
633270,632660
633280,632660
633290,632660
633300,632660
633310,632660
633320,632660
633330,632660
633340,632660
633350,632660
633360,632660
633380,632660
633390,632660
633400,632660
633410,632660
633420,632660
633430,632660
633440,632660
633450,632660
633460,632660
633470,632660
633480,632660
633490,632660
633500,632660
633510,632660
633530,632660
633540,632660
633550,632660
633560,632660
633570,632660
633590,632660
633600,632660
633610,632660
633620,632660
633630,632660
633640,632660
633650,632660
633660,632660
633670,632660
633680,632660
633690,632660
633700,632660
633710,632660
633720,632660
633730,632660
633750,632660
633760,632660
633770,632660
633780,632660
633790,632660
633800,632660
633810,632660
633820,632660
633830,632660
633850,632660
633860,632660
633870,632660
633880,632660
633890,632660
633900,632660
633910,632660
633920,632660
633930,632660
633940,632660
633950,632660
633960,632660
633970,632660
633980,632660
633990,632660
634000,632660
634010,632660
634020,632660
634030,632660
634040,632660
634050,632660
634060,632660
634070,632660
634080,632660
634090,632660
634100,632660
634110,632660
634120,632660
634140,632660
634150,632660
634170,632660
634180,632660
634190,632660
634200,632660
634210,632660
634220,632660
634230,632660
634240,632660
634250,632660
634260,632660
634270,632660
634280,632660
634290,632660
634300,632660
634310,632660
634320,632660
634330,632660
634340,632660
634350,632660
634360,632660
634370,632660
634380,632660
634390,632660
634400,632660
634410,632660
634420,632660
634450,632660
634460,632660
634470,632660
634480,632660
634490,632660
634500,632660
634510,632660
634520,632660
634530,632660
634540,632660
634550,632660
634560,632660
634570,632660
634580,632660
634590,632660
634600,632660
634610,632660
634620,632660
634630,632660
634640,632660
634650,632660
634660,632660
634670,632660
634680,632660
634690,632660
634700,632660
634710,632660
634720,632660
634730,632660
634740,632660
634743,632660
634746,632660
634749,632660
634750,632660
634752,632660
634755,632660
634758,632660
634760,632660
634761,632660
634764,632660
634767,632660
634770,632660
634780,632660
634790,632660
634800,632660
634810,632660
634820,632660
634830,632660
634840,632660
634850,632660
634860,632660
634870,632660
634880,632660
634900,632660
634910,632660
634920,632660
634940,634930
634950,634930
634960,634930
634970,634930
634980,634930
634990,634930
635000,634930
635010,634930
635020,634930
635030,634930
635040,634930
635050,634930
635070,634930
635080,634930
635100,634930
635110,634930
635120,634930
635130,634930
635140,634930
635150,634930
635160,634930
635170,634930
635180,634930
635190,634930
635200,634930
635210,634930
635220,634930
635240,634930
635250,634930
635260,634930
635270,634930
635280,634930
635300,634930
635310,634930
635320,634930
635330,634930
635340,634930
635350,634930
635370,634930
635380,634930
635390,634930
635400,634930
635410,634930
635420,634930
635430,634930
635460,634930
635470,634930
635480,634930
635490,634930
635520,634930
635530,634930
635550,634930
635570,634930
635580,634930
635590,634930
635600,634930
635610,634930
635620,634930
635640,634930
635650,634930
635660,634930
635670,634930
635690,634930
635700,634930
635710,634930
635720,634930
635740,635730
635750,635730
635760,635730
635770,635730
635780,635730
635790,635730
635800,635730
635810,635730
635820,635730
635830,635730
635840,635730
635850,635730
635860,635730
635870,635730
635880,635730
635890,635730
635900,635730
635910,635730
635920,635730
635930,635730
635940,635730
635950,635730
635960,635730
635970,635730
635980,635730
635990,635730
636000,635730
636010,635730
636020,635730
636040,636030
636050,636030
636060,636030
636070,636030
636080,636030
636090,636030
636100,636030
636110,636030
636120,636030
636130,636030
636140,636030
636150,636030
636160,636030
636170,636030
636180,636030
636190,636030
636200,636030
636210,636030
636220,636030
636240,636030
636250,636030
636260,636030
636270,636030
636280,636030
636290,636030
636300,636030
636310,636030
636320,636030
636330,636030
636340,636030
636350,636030
636360,636030
636380,636370
636390,636370
636400,636370
636410,636370
636420,636370
636430,636370
636440,636370
636450,636370
636460,636370
636470,636370
636480,636370
636490,636370
636500,636370
636510,636370
636520,636370
636530,636370
636540,636370
636550,636370
636560,636370
636570,636370
636580,636370
636590,636370
636600,636370
636610,636370
636613,636370
636620,636370
636630,636370
636640,636370
636650,636370
636660,636370
636670,636370
636680,636370
636690,636370
636700,636370
636710,636370
636720,636370
636730,636370
636740,636370
636750,636370
636760,636370
636770,636370
636780,636370
636790,636370
636800,636370
636810,636370
636820,636370
636830,636370
636840,636370
636850,636370
636860,636370
636870,636370
636880,636370
636890,636370
636900,636370
636910,636370
636920,636370
636930,636370
636940,636370
636950,636370
636960,636370
636970,636370
636980,636370
636990,636370
637000,636370
637010,636370
637020,636370
637030,636370
637040,636370
637050,636370
637060,636370
637070,636370
637080,636370
637090,636370
637100,636370
637110,636370
637120,636370
637130,636370
637140,636370
637150,636370
637160,636370
637170,636370
637180,636370
637190,636370
637200,636370
637210,636370
637220,636370
637230,636370
637240,636370
637250,636370
637270,637260
637280,637260
637290,637260
637300,637260
637310,637260
637320,637260
637330,637260
637340,637260
637350,637260
637360,637260
637370,637260
637380,637260
637390,637260
637400,637260
637420,637260
637430,637260
637440,637260
637450,637260
637470,637260
637490,637260
637500,637260
637510,637260
637520,637260
637540,637530
637550,637530
637560,637530
637570,637530
637580,637530
637590,637530
637600,637530
637610,637530
637640,637640
637690,637680
637710,637680
637720,637680
637730,637680
637760,637680
637770,637680
637780,637680
637800,637680
637810,637680
637830,637680
637840,637680
637860,637680
637870,637680
637880,637680
637890,637680
637900,637680
637910,637680
637920,637680
637930,637680
637940,637680
637950,637680
637970,637680
637980,637680
637990,637680
638010,637680
638030,637680
638040,637680
638050,637680
638070,637680
638080,637680
638090,637680
638100,637680
638110,637680
638120,637680
638130,637680
638150,637680
638160,637680
638170,637680
638180,637680
638190,637680
638200,637680
638210,637680
638220,637680
638240,637680
638260,637680
638270,637680
638280,637680
638290,637680
638300,637680
638310,637680
638320,637680
638330,637680
638340,637680
638350,637680
638360,637680
638370,637680
638400,637680
638410,637680
638420,637680
638430,637680
638440,637680
638450,637680
638470,637680
638480,637680
638490,637680
638500,637680
638510,637680
638520,637680
638530,637680
638540,637680
638560,637680
638570,637680
638580,637680
638590,637680
638610,637680
638620,637680
638640,637680
638650,637680
638660,637680
638670,637680
638680,637680
638690,637680
638700,637680
638720,637680
638730,637680
638750,637680
638760,637680
638770,637680
638780,637680
638790,637680
638800,637680
638810,637680
638820,637680
638840,637680
638850,637680
638860,637680
638870,637680
638890,637680
638900,637680
638910,637680
638920,637680
638930,637680
638940,637680
638950,637680
638970,637680
638980,637680
639000,637680
639010,637680
639020,637680
639030,637680
639040,637680
639050,637680
639060,637680
639070,637680
639090,637680
639100,637680
639110,637680
639120,637680
639130,637680
639140,637680
639150,637680
639160,637680
639170,637680
639180,637680
639190,637680
639200,637680
639230,637680
639240,637680
639250,637680
639260,637680
639270,637680
639280,637680
639290,637680
639300,637680
639310,637680
639320,637680
639330,637680
639340,637680
639350,637680
639360,637680
639370,637680
639380,637680
639410,637680
639430,637680
639440,637680
639460,637680
639470,637680
639480,637680
639490,637680
639530,637680
639540,637680
639550,637680
639560,637680
639570,637680
639580,637680
639600,637680
639610,637680
639630,637680
639640,637680
639650,637680
639660,637680
639670,637680
639680,637680
639690,637680
639720,637680
639730,637680
639740,637680
639750,637680
639760,637680
639790,637680
639800,637680
639810,637680
639820,637680
639830,637680
639840,637680
639850,637680
639860,637680
639880,637680
639900,637680
639910,637680
639920,637680
639930,637680
639940,637680
639950,637680
639960,637680
639970,637680
639980,637680
639990,637680
640010,640000
640020,640000
640030,640000
640050,640000
640060,640000
640070,640000
640080,640000
640090,640000
640100,640000
640110,640000
640120,640000
640140,640000
640150,640000
640160,640000
640170,640000
640180,640000
640190,640000
640200,640000
640210,640000
640220,640000
640230,640000
640240,640000
640250,640000
640260,640000
640270,640000
640280,640000
640290,640000
640300,640000
640320,640310
640330,640310
640340,640310
640350,640310
640360,640310
640370,640310
640380,640310
640390,640310
640400,640310
640410,640310
640420,640310
640430,640310
640440,640310
640450,640310
640460,640310
640470,640310
640480,640310
640490,640310
640510,640310
640520,640310
640530,640310
640540,640310
640550,640310
640560,640310
640570,640310
640580,640310
640590,640310
640600,640310
640610,640310
640620,640310
640630,640310
640640,640310
640650,640310
640660,640310
640680,640310
640690,640310
640700,640310
640710,640310
640730,640310
640740,640310
640750,640310
640760,640310
640770,640310
640780,640310
640790,640310
640800,640310
640810,640310
640820,640310
640830,640310
640840,640310
640860,640310
640870,640310
640890,640310
640900,640310
640910,640310
640920,640310
640930,640310
640940,640310
640950,640310
640970,640310
640980,640310
640990,640310
641000,640310
641010,640310
641020,640310
641030,640310
641040,640310
641050,640310
641060,640310
641070,640310
641080,640310
641090,640310
641110,640310
641120,640310
641130,640310
641150,640310
641160,640310
641180,640310
641190,640310
641200,640310
641210,640310
641220,640310
641230,640310
641250,641240
641260,641240
641270,641240
641290,641240
641300,641240
641320,641240
641330,641240
641340,641240
641350,641240
641360,641240
641370,641240
641380,641240
641390,641240
641400,641240
641410,641240
641420,641240
641430,641240
641440,641240
641450,641240
641460,641240
641480,641470
641490,641470
641500,641470
641510,641470
641520,641470
641540,641470
641550,641470
641560,641470
641570,641470
641580,641470
641590,641470
641600,641470
641610,641470
641620,641470
641630,641470
641640,641470
641650,641470
641670,641470
641680,641470
641690,641470
641700,641470
641710,641470
641720,641470
641730,641470
641740,641470
641750,641470
641760,641470
641780,641470
641790,641470
641800,641470
641820,641470
641840,641470
641850,641470
641890,641470
641900,641470
641920,641470
641930,641470
641940,641470
641950,641470
641960,641470
641970,641470
641980,641470
642000,641470
642010,641470
642030,642020
642050,642020
642060,642020
642070,642020
642090,642020
642100,642020
642120,642020
642130,642020
642150,642020
642160,642020
642170,642020
642180,642020
642200,642020
642210,642020
642220,642020
642230,642020
642240,642020
642250,642020
642260,642020
642270,642020
642280,642020
642290,642020
642300,642020
642310,642020
642320,642020
642330,642020
642340,642020
642350,642020
642360,642020
642370,642020
642380,642020
642400,642020
642410,642020
642420,642020
642440,642020
642450,642020
642460,642020
642470,642020
642490,642480
642500,642480
642510,642480
642520,642480
642530,642480
642540,642480
642550,642480
642560,642480
642570,642480
642580,642480
642590,642480
642600,642480
642610,642480
642620,642480
642630,642480
642650,642480
642660,642480
642670,642480
642680,642480
642690,642480
642700,642480
642710,642480
642720,642480
642730,642480
642750,642480
642760,642480
642770,642480
642780,642480
642790,642480
642800,642480
